Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Mulching_Used,Region
5.24,34.65,0.99,0.14,38.57,38.31,1312.83,6.03,4.32,3.0,68.19,Loamy,Wheat,Harvest,Kharif,Sprinkler,Groundwater,No,North
7.55,44.13,0.67,0.48,41.34,86.3,1409.01,6.88,2.33,12.53,68.52,Silt,Wheat,Sowing,Zaid,Sprinkler,Rainwater,Yes,North
5.08,18.94,0.73,1.94,21.63,60.88,1066.68,7.75,18.64,14.3,51.67,Silt,Maize,Harvest,Kharif,Rainfed,Groundwater,Yes,South
7.41,37.34,1.22,1.97,38.77,50.86,1574.41,5.18,19.01,12.3,38.61,Clay,Wheat,Vegetative,Zaid,Sprinkler,Rainwater,No,East
7.72,10.56,0.52,1.71,39.84,62.18,14.81,9.9,13.63,2.54,3.3,Sandy,Sugarcane,Flowering,Rabi,Drip,Rainwater,No,South
7.64,31.86,0.58,1.28,41.36,34.01,948.36,9.84,6.77,3.66,48.88,Sandy,Rice,Flowering,Rabi,Rainfed,Reservoir,Yes,South
5.24,40.63,1.17,1.5,40.63,79.52,1758.18,7.91,19.0,1.73,0.03,Clay,Cotton,Harvest,Zaid,Sprinkler,Groundwater,Yes,West
6.22,15.55,0.66,2.17,31.77,87.23,2355.79,5.17,14.26,8.63,89.89,Clay,Rice,Sowing,Zaid,Drip,River,No,South
8.14,35.82,1.57,2.14,31.94,30.55,2289.1,4.77,12.94,2.57,49.39,Clay,Sugarcane,Flowering,Kharif,Sprinkler,Groundwater,Yes,North
7.8,64.71,0.86,0.57,27.92,47.96,1553.79,9.2,4.66,14.34,112.04,Sandy,Potato,Harvest,Zaid,Drip,Rainwater,Yes,Central
6.63,14.08,1.11,0.86,34.89,54.42,1534.84,7.63,8.34,11.97,42.2,Silt,Wheat,Harvest,Rabi,Rainfed,Rainwater,No,East
7.94,62.65,1.29,2.99,38.76,65.29,1847.35,5.11,19.06,8.07,18.81,Loamy,Cotton,Flowering,Rabi,Drip,River,No,South
5.62,42.66,0.8,2.74,38.76,50.61,1632.82,4.66,11.77,9.57,68.49,Clay,Wheat,Flowering,Kharif,Canal,Rainwater,No,West
7.91,15.12,0.88,3.24,26.46,26.57,723.68,10.93,9.01,9.47,88.2,Clay,Wheat,Vegetative,Kharif,Canal,River,Yes,East
7.21,64.9,0.47,1.12,24.77,41.42,1045.79,8.69,10.9,6.83,47.44,Clay,Rice,Flowering,Zaid,Canal,Reservoir,Yes,East
5.92,58.83,1.48,2.42,34.91,45.92,798.74,8.56,5.02,9.25,43.65,Silt,Rice,Vegetative,Zaid,Rainfed,Reservoir,No,North
5.81,48.46,0.59,1.72,19.18,53.95,1298.39,6.34,7.39,14.18,13.7,Loamy,Rice,Sowing,Kharif,Rainfed,Rainwater,Yes,North
7.34,17.75,0.64,0.6,29.91,90.26,2106.41,10.85,9.36,0.76,9.7,Sandy,Potato,Harvest,Zaid,Sprinkler,River,No,East
7.1,30.35,1.47,1.76,12.24,80.33,1458.7,10.39,16.37,4.49,84.49,Silt,Maize,Flowering,Kharif,Rainfed,Rainwater,Yes,East
7.76,59.26,0.62,1.02,26.08,73.4,1729.89,8.64,16.32,4.14,12.54,Loamy,Maize,Flowering,Rabi,Rainfed,River,Yes,Central
7.71,63.42,0.84,3.01,32.88,92.71,1284.97,5.5,3.55,2.39,10.17,Loamy,Potato,Harvest,Rabi,Canal,Groundwater,Yes,Central
5.5,26.61,1.35,2.84,16.24,77.89,1415.13,5.24,11.73,12.03,51.14,Sandy,Wheat,Flowering,Kharif,Canal,Reservoir,No,South
5.44,30.97,0.48,0.38,34.01,44.31,2266.6,4.31,13.37,5.26,81.51,Sandy,Potato,Harvest,Rabi,Sprinkler,Reservoir,No,West
7.16,56.02,0.71,1.5,20.22,36.24,2140.21,6.5,4.5,4.37,18.16,Loamy,Potato,Sowing,Rabi,Drip,River,No,Central
4.87,29.39,1.07,3.27,28.48,83.38,1758.8,4.12,16.98,8.72,70.87,Silt,Rice,Flowering,Rabi,Canal,River,No,West
4.93,31.11,0.65,0.9,12.34,75.1,462.51,8.41,16.39,12.25,47.9,Clay,Wheat,Harvest,Kharif,Rainfed,River,Yes,Central
5.35,16.38,0.56,2.11,21.57,65.95,1414.41,8.0,10.21,5.61,54.11,Clay,Sugarcane,Flowering,Rabi,Canal,Reservoir,Yes,East
6.83,28.66,0.7,0.11,37.57,77.84,1078.37,8.11,3.21,6.87,68.35,Loamy,Rice,Harvest,Rabi,Sprinkler,River,Yes,South
5.97,31.79,1.52,0.2,22.17,68.7,1337.11,9.61,15.19,2.9,74.22,Loamy,Maize,Flowering,Rabi,Sprinkler,River,Yes,East
7.16,41.47,0.49,3.3,19.43,36.78,394.77,8.02,19.74,7.53,23.65,Sandy,Potato,Harvest,Zaid,Sprinkler,River,No,South
6.09,54.81,1.43,0.66,33.06,83.84,1643.28,7.11,2.57,10.81,49.09,Loamy,Cotton,Flowering,Zaid,Rainfed,Rainwater,No,West
7.53,50.64,1.29,3.38,35.98,78.98,1881.38,8.11,2.18,4.24,100.04,Silt,Wheat,Vegetative,Kharif,Rainfed,Reservoir,Yes,Central
5.85,48.45,1.57,0.41,18.43,79.12,2140.75,4.66,2.97,3.0,110.99,Silt,Potato,Sowing,Zaid,Canal,River,Yes,East
5.94,48.84,0.58,0.25,19.72,33.89,2439.23,4.44,19.62,12.13,49.48,Sandy,Rice,Vegetative,Rabi,Rainfed,Rainwater,No,North
6.38,45.84,1.44,0.16,38.54,46.58,852.15,4.34,3.84,9.66,0.22,Sandy,Wheat,Vegetative,Rabi,Canal,Rainwater,Yes,North
5.93,49.26,1.01,0.2,32.77,36.01,593.58,6.18,2.6,14.98,21.55,Clay,Maize,Harvest,Rabi,Sprinkler,Rainwater,No,Central
6.94,33.59,0.42,0.48,39.64,45.08,2155.22,9.77,11.88,13.3,116.49,Loamy,Maize,Harvest,Rabi,Rainfed,River,Yes,South
6.21,55.61,0.93,1.99,16.47,41.79,2496.05,4.53,10.46,4.13,40.65,Clay,Rice,Harvest,Zaid,Sprinkler,Rainwater,Yes,West
7.01,29.55,1.45,2.83,33.2,52.95,1194.88,8.73,10.68,2.8,29.21,Sandy,Wheat,Flowering,Kharif,Rainfed,Groundwater,Yes,East
5.62,42.74,0.78,1.24,31.39,35.06,1546.79,10.71,8.99,3.54,92.23,Clay,Sugarcane,Vegetative,Kharif,Sprinkler,Rainwater,Yes,Central
5.66,49.44,1.58,2.57,32.74,91.54,926.68,7.34,18.89,5.69,51.66,Clay,Cotton,Sowing,Zaid,Rainfed,Reservoir,Yes,East
7.83,48.33,0.73,2.69,24.1,92.82,2298.01,7.63,18.74,11.36,36.0,Silt,Rice,Harvest,Rabi,Drip,River,No,South
5.14,22.23,0.73,1.84,23.54,38.73,1682.38,10.83,5.56,6.26,94.58,Sandy,Rice,Sowing,Zaid,Sprinkler,Groundwater,No,West
6.5,53.15,0.75,2.87,16.0,68.7,1805.42,6.69,9.45,14.76,107.53,Clay,Cotton,Harvest,Zaid,Rainfed,Rainwater,Yes,East
6.61,31.67,0.98,2.98,40.69,55.4,1301.72,7.79,16.77,2.06,100.37,Sandy,Maize,Vegetative,Rabi,Drip,Reservoir,No,Central
5.87,63.98,0.77,2.92,29.48,69.79,1306.61,9.58,5.99,0.92,18.11,Loamy,Maize,Vegetative,Kharif,Rainfed,Rainwater,Yes,Central
7.31,12.99,1.56,0.33,36.12,37.31,1523.54,9.03,4.17,8.62,37.75,Loamy,Rice,Harvest,Rabi,Canal,Reservoir,No,West
5.76,28.61,1.04,3.38,13.39,79.76,617.07,8.25,5.52,13.78,40.85,Silt,Wheat,Harvest,Rabi,Drip,River,No,East
5.67,11.93,1.48,1.95,23.87,57.91,678.03,8.14,19.99,10.85,17.63,Sandy,Sugarcane,Flowering,Kharif,Rainfed,River,Yes,North
5.15,57.34,1.47,0.36,37.04,53.84,1676.71,7.15,10.91,10.63,113.35,Loamy,Sugarcane,Harvest,Rabi,Rainfed,River,Yes,Central
7.61,64.08,1.11,1.39,30.63,92.08,1323.53,10.31,16.81,6.15,29.72,Silt,Potato,Sowing,Kharif,Rainfed,River,Yes,South
5.79,11.59,1.27,1.65,36.78,81.54,1463.8,7.89,15.28,8.3,106.53,Sandy,Cotton,Vegetative,Kharif,Canal,River,Yes,South
6.74,39.47,0.93,3.42,15.77,80.42,899.2,8.33,10.09,14.96,33.26,Clay,Wheat,Harvest,Zaid,Drip,Reservoir,Yes,North
7.62,16.37,0.5,1.49,31.69,61.58,621.71,5.3,16.6,1.08,33.61,Sandy,Sugarcane,Vegetative,Rabi,Sprinkler,Rainwater,No,West
7.97,14.64,1.34,2.76,27.19,62.37,1418.54,5.51,14.34,5.21,82.57,Clay,Potato,Vegetative,Zaid,Drip,River,Yes,Central
5.7,41.42,0.49,3.26,29.48,37.5,740.72,7.91,10.69,12.48,108.93,Sandy,Cotton,Harvest,Rabi,Rainfed,Reservoir,Yes,Central
5.04,26.97,0.31,2.23,17.42,64.01,1471.56,10.22,16.83,13.23,33.78,Loamy,Cotton,Harvest,Kharif,Rainfed,Rainwater,No,North
7.73,36.56,0.84,0.18,22.78,37.34,1207.45,6.73,9.93,13.89,108.97,Sandy,Maize,Vegetative,Rabi,Drip,River,Yes,North
7.41,41.45,1.49,1.28,37.14,43.15,1137.5,6.24,15.74,3.89,66.81,Clay,Potato,Harvest,Zaid,Drip,Rainwater,Yes,East
6.22,28.58,1.14,1.4,27.98,55.75,537.2,10.99,15.59,12.07,99.91,Silt,Cotton,Sowing,Kharif,Canal,Rainwater,Yes,East
7.9,35.89,0.84,1.53,31.16,37.75,2328.06,7.96,5.49,4.06,118.27,Sandy,Cotton,Sowing,Zaid,Canal,Reservoir,No,Central
6.57,61.12,1.09,1.32,22.71,85.32,908.68,4.5,3.27,9.31,87.0,Silt,Wheat,Vegetative,Zaid,Sprinkler,River,No,West
7.84,55.79,1.36,1.99,23.54,85.9,719.5,8.95,17.37,12.65,89.76,Loamy,Potato,Sowing,Rabi,Sprinkler,Groundwater,No,West
7.72,41.46,1.5,2.46,18.46,82.35,1547.28,4.75,12.5,6.33,81.37,Loamy,Potato,Vegetative,Kharif,Rainfed,Groundwater,No,South
7.23,57.84,1.42,0.65,30.29,80.68,1311.24,8.25,7.76,2.02,47.53,Loamy,Rice,Harvest,Zaid,Drip,River,Yes,Central
7.39,49.74,0.77,1.61,22.78,79.91,1061.21,10.09,8.26,5.62,61.83,Sandy,Sugarcane,Sowing,Kharif,Canal,River,No,East
5.32,21.17,1.14,3.18,37.32,79.02,2338.3,5.71,17.35,3.11,98.01,Sandy,Wheat,Flowering,Zaid,Sprinkler,Groundwater,Yes,North
7.17,42.66,0.52,2.67,28.66,32.69,1766.05,5.74,9.96,13.32,16.74,Clay,Rice,Sowing,Rabi,Drip,River,Yes,East
5.85,54.86,0.9,2.89,19.6,71.52,954.84,5.43,6.47,1.34,90.18,Sandy,Maize,Sowing,Kharif,Canal,River,Yes,Central
5.06,61.23,0.34,2.38,37.62,37.67,1352.18,4.42,11.73,6.3,11.93,Sandy,Wheat,Sowing,Kharif,Rainfed,Groundwater,Yes,West
6.16,54.67,1.24,0.71,37.99,45.25,2126.94,6.56,11.88,5.64,11.81,Loamy,Sugarcane,Sowing,Rabi,Sprinkler,Reservoir,No,West
7.11,25.58,0.43,1.17,13.64,70.56,1302.11,8.11,12.98,3.28,70.39,Loamy,Rice,Sowing,Zaid,Sprinkler,Groundwater,Yes,South
6.16,39.87,0.74,0.81,34.94,44.97,1602.37,5.84,3.35,0.68,37.28,Loamy,Maize,Harvest,Rabi,Drip,Groundwater,No,Central
5.59,24.64,1.24,0.54,26.77,55.37,593.59,5.86,4.17,4.68,11.04,Sandy,Rice,Sowing,Zaid,Rainfed,Rainwater,Yes,North
7.98,53.18,0.67,1.84,20.82,67.74,1509.79,7.63,1.79,13.03,70.58,Sandy,Potato,Flowering,Rabi,Sprinkler,Groundwater,No,South
7.43,55.6,0.33,0.63,19.89,40.83,2142.33,10.7,2.41,14.78,61.7,Silt,Cotton,Vegetative,Rabi,Sprinkler,Groundwater,No,North
7.61,50.05,0.31,0.63,23.74,32.78,731.38,7.3,2.84,0.83,71.73,Sandy,Rice,Harvest,Kharif,Drip,Groundwater,No,Central
6.4,12.35,0.34,2.69,21.92,58.82,1547.11,7.09,12.67,0.83,54.93,Clay,Potato,Flowering,Zaid,Sprinkler,Rainwater,No,Central
7.82,48.05,0.98,1.99,26.06,74.46,459.75,5.11,15.55,8.86,31.21,Loamy,Maize,Sowing,Zaid,Canal,River,Yes,South
7.76,20.06,1.37,1.88,35.72,31.15,703.09,8.44,10.02,1.43,72.41,Clay,Maize,Sowing,Zaid,Sprinkler,Groundwater,No,North
5.95,59.01,0.6,1.79,21.64,67.07,1758.8,4.9,6.68,4.86,36.24,Clay,Sugarcane,Flowering,Zaid,Drip,Reservoir,No,East
7.72,63.96,1.15,0.34,25.93,58.44,1119.63,5.18,19.54,8.94,96.06,Loamy,Sugarcane,Harvest,Rabi,Canal,Groundwater,Yes,West
5.03,28.49,0.84,0.29,18.34,41.63,1304.89,8.13,4.23,14.25,110.05,Clay,Rice,Harvest,Zaid,Sprinkler,Rainwater,Yes,North
6.02,37.82,1.34,3.14,22.36,43.18,1547.07,8.24,8.8,3.26,36.75,Silt,Sugarcane,Harvest,Kharif,Rainfed,Reservoir,Yes,Central
6.35,30.68,0.39,0.12,30.3,89.48,786.51,7.65,18.04,11.07,110.99,Sandy,Rice,Harvest,Kharif,Drip,Reservoir,No,Central
5.46,18.79,1.18,1.43,15.03,59.69,1656.92,6.98,0.92,8.94,80.66,Sandy,Potato,Flowering,Zaid,Rainfed,Reservoir,No,East
7.21,41.91,1.21,2.93,32.92,89.08,2263.24,5.21,14.4,8.2,108.11,Loamy,Maize,Flowering,Rabi,Canal,Groundwater,No,West
5.03,14.55,1.21,2.29,18.39,30.59,1370.07,6.56,0.65,6.99,109.16,Loamy,Maize,Vegetative,Zaid,Canal,Reservoir,Yes,North
5.05,63.37,1.27,2.17,15.1,73.67,2174.77,5.84,14.79,13.53,68.91,Loamy,Cotton,Harvest,Kharif,Rainfed,River,Yes,Central
6.18,61.63,1.55,1.45,20.0,68.26,638.69,6.18,13.37,4.2,45.48,Loamy,Cotton,Harvest,Rabi,Canal,River,Yes,South
5.26,20.49,0.73,1.64,38.84,66.33,1420.99,9.51,11.45,14.92,33.52,Sandy,Maize,Harvest,Rabi,Sprinkler,Rainwater,Yes,North
8.02,15.25,0.84,2.76,33.25,80.02,22.49,4.38,16.34,3.62,64.75,Clay,Wheat,Vegetative,Kharif,Rainfed,River,No,East
7.64,56.88,1.22,1.26,32.77,40.43,1834.46,7.17,16.12,2.73,24.77,Loamy,Maize,Vegetative,Zaid,Drip,Groundwater,No,East
7.35,36.56,1.23,1.57,38.85,53.12,2374.96,10.02,0.79,9.24,97.67,Sandy,Sugarcane,Flowering,Rabi,Rainfed,Rainwater,No,East
5.02,19.44,0.52,0.45,36.41,72.64,2126.15,4.05,3.93,6.52,33.61,Clay,Wheat,Sowing,Rabi,Rainfed,Reservoir,No,West
6.39,63.25,1.11,0.4,19.95,64.05,1707.19,9.25,19.0,9.91,99.05,Silt,Cotton,Sowing,Kharif,Canal,Reservoir,No,Central
5.02,11.72,0.94,0.64,41.2,85.6,2154.26,5.74,12.66,5.74,53.85,Clay,Wheat,Harvest,Kharif,Sprinkler,Reservoir,Yes,East
6.2,54.44,0.4,0.69,34.44,56.35,447.39,5.28,4.31,2.91,53.49,Sandy,Maize,Sowing,Rabi,Drip,Groundwater,Yes,East
6.81,19.92,0.8,2.09,39.72,73.61,1729.94,4.14,2.85,8.58,103.43,Sandy,Wheat,Flowering,Zaid,Canal,Groundwater,No,West
7.97,31.34,0.42,0.85,16.1,63.69,2360.48,9.89,14.04,10.52,54.72,Sandy,Maize,Vegetative,Zaid,Drip,Groundwater,No,North
5.62,13.11,0.56,0.62,33.95,25.93,2190.96,6.99,19.74,1.2,83.42,Sandy,Maize,Flowering,Zaid,Drip,Rainwater,No,North
6.37,41.69,1.19,1.33,16.49,74.23,2074.37,4.34,11.49,1.52,51.69,Loamy,Wheat,Sowing,Zaid,Sprinkler,Rainwater,Yes,North
6.2,11.27,1.25,2.64,18.9,88.38,2175.8,4.66,18.58,6.43,85.15,Silt,Potato,Sowing,Rabi,Canal,Reservoir,No,South
7.15,35.85,1.28,1.5,27.16,67.07,1040.13,5.92,14.77,11.85,18.68,Clay,Sugarcane,Sowing,Kharif,Rainfed,Reservoir,Yes,East
7.89,20.79,0.51,2.06,36.69,61.77,1761.86,10.09,18.62,8.08,41.76,Loamy,Maize,Vegetative,Zaid,Drip,Rainwater,No,West
7.77,24.72,1.33,1.12,33.01,47.61,1274.59,8.16,2.88,2.65,18.22,Loamy,Cotton,Vegetative,Zaid,Rainfed,Reservoir,Yes,West
7.89,34.9,0.34,2.57,31.86,27.15,971.53,5.09,5.71,5.86,18.18,Sandy,Potato,Flowering,Zaid,Sprinkler,Reservoir,Yes,South
6.22,20.23,1.25,2.69,38.98,31.95,825.42,9.49,8.62,12.82,82.67,Sandy,Rice,Flowering,Zaid,Rainfed,Reservoir,Yes,North
8.13,37.46,0.67,3.2,36.35,79.12,2166.92,6.22,4.02,9.2,117.31,Clay,Wheat,Harvest,Kharif,Canal,Rainwater,Yes,North
7.68,61.93,0.85,3.04,19.62,27.68,2133.78,8.78,14.67,10.5,51.93,Sandy,Potato,Flowering,Kharif,Rainfed,Reservoir,Yes,West
7.96,20.27,1.24,1.05,13.02,65.19,796.19,5.49,7.42,11.27,15.17,Clay,Wheat,Vegetative,Kharif,Canal,Rainwater,Yes,East
8.01,38.48,1.12,2.32,19.39,80.47,2075.71,8.94,8.39,10.11,44.12,Loamy,Cotton,Harvest,Kharif,Rainfed,Groundwater,No,Central
6.53,42.98,0.97,3.09,20.41,28.82,1461.48,10.84,10.08,14.03,53.08,Clay,Cotton,Vegetative,Kharif,Drip,Rainwater,No,South
7.93,60.23,0.67,3.1,15.42,78.67,1464.58,7.77,3.87,5.22,82.02,Clay,Wheat,Sowing,Zaid,Sprinkler,Rainwater,Yes,East
6.63,62.03,1.4,2.08,21.81,53.0,1454.33,5.73,5.88,10.15,30.46,Sandy,Potato,Harvest,Zaid,Drip,River,No,West
7.78,46.11,1.37,0.6,21.41,66.64,2344.47,7.15,17.37,10.3,45.86,Silt,Maize,Vegetative,Rabi,Drip,Groundwater,No,East
7.88,35.42,1.36,3.09,15.46,74.31,597.97,10.22,4.64,5.36,92.39,Silt,Cotton,Harvest,Kharif,Drip,Rainwater,Yes,North
6.28,61.22,0.42,2.56,37.67,67.37,2167.61,4.87,8.35,12.11,101.95,Sandy,Rice,Sowing,Rabi,Rainfed,Rainwater,Yes,Central
7.97,48.0,0.57,0.51,34.58,43.32,2321.82,4.75,7.62,11.72,30.19,Loamy,Cotton,Harvest,Zaid,Canal,Groundwater,Yes,South
5.72,30.4,0.39,2.69,22.05,78.68,310.2,9.29,4.96,1.15,29.2,Clay,Cotton,Vegetative,Kharif,Sprinkler,Rainwater,Yes,East
6.51,18.63,1.19,0.54,40.99,82.41,853.76,6.08,18.16,9.06,82.65,Clay,Rice,Sowing,Rabi,Sprinkler,Rainwater,Yes,North
7.95,21.87,0.74,2.93,23.34,58.54,1616.12,7.58,17.91,7.99,48.59,Clay,Sugarcane,Flowering,Zaid,Drip,Reservoir,Yes,Central
5.61,24.09,0.31,1.73,32.81,83.08,631.29,5.2,18.05,10.15,70.75,Silt,Rice,Sowing,Kharif,Sprinkler,River,Yes,Central
7.85,21.82,0.7,2.21,26.35,61.91,454.08,6.22,3.39,11.63,86.56,Clay,Sugarcane,Flowering,Zaid,Canal,Reservoir,Yes,East
5.24,51.01,1.01,1.2,31.7,72.09,2470.62,7.52,14.64,10.67,36.11,Clay,Wheat,Vegetative,Rabi,Sprinkler,Reservoir,Yes,North
7.97,52.38,1.37,1.21,22.14,89.49,654.1,8.14,19.11,13.77,36.21,Sandy,Potato,Vegetative,Rabi,Canal,Groundwater,Yes,North
5.37,52.74,1.2,3.05,22.32,74.2,1167.7,10.99,17.21,11.96,91.42,Loamy,Maize,Sowing,Rabi,Sprinkler,Rainwater,No,South
7.72,59.58,0.94,2.61,35.41,57.68,1780.74,6.7,13.34,5.64,18.81,Loamy,Maize,Harvest,Kharif,Canal,Reservoir,Yes,Central
7.84,30.06,0.92,1.79,40.48,55.85,2353.78,5.56,5.21,4.15,6.83,Silt,Wheat,Vegetative,Zaid,Rainfed,Groundwater,Yes,East
5.46,26.68,1.28,2.31,28.94,44.29,577.82,4.15,9.29,7.36,34.97,Loamy,Cotton,Vegetative,Zaid,Drip,Rainwater,No,North
6.34,41.05,1.29,0.33,24.53,36.87,1045.35,7.89,5.16,3.06,46.79,Clay,Sugarcane,Harvest,Kharif,Canal,Rainwater,No,West
7.72,31.97,1.54,2.1,36.69,92.03,461.58,10.35,19.73,11.73,101.44,Loamy,Maize,Vegetative,Kharif,Sprinkler,Rainwater,No,North
8.16,55.41,0.92,1.62,23.71,55.91,884.72,5.18,15.4,14.89,11.81,Loamy,Sugarcane,Flowering,Zaid,Sprinkler,River,No,East
7.19,46.88,1.11,3.34,38.96,78.42,849.21,6.68,4.22,6.75,109.64,Silt,Cotton,Harvest,Zaid,Rainfed,River,No,East
5.73,8.44,1.57,0.24,40.28,87.55,805.91,6.51,5.87,7.26,30.41,Clay,Potato,Harvest,Rabi,Sprinkler,River,No,South
4.93,14.12,1.13,2.47,24.68,69.83,469.3,4.55,10.03,3.47,16.47,Silt,Wheat,Vegetative,Zaid,Canal,Rainwater,Yes,East
5.97,39.05,0.81,0.97,18.75,52.02,2472.72,9.87,2.53,11.62,12.1,Sandy,Cotton,Harvest,Kharif,Canal,River,Yes,East
8.12,13.15,0.57,0.32,14.01,87.06,1764.14,6.74,11.43,4.13,40.21,Sandy,Wheat,Flowering,Kharif,Drip,Rainwater,Yes,North
5.52,35.46,0.47,0.61,20.82,33.52,1402.0,7.59,3.6,9.86,73.08,Sandy,Maize,Vegetative,Rabi,Drip,Reservoir,No,East
7.9,8.96,0.39,0.93,14.71,48.6,2422.87,7.3,12.67,5.67,79.59,Clay,Wheat,Vegetative,Rabi,Canal,Groundwater,No,South
5.92,18.63,0.84,1.5,23.24,30.41,2058.78,5.76,3.52,7.46,49.72,Loamy,Rice,Flowering,Rabi,Canal,Rainwater,Yes,West
5.88,46.39,1.58,2.02,12.31,53.72,851.48,8.3,19.97,5.2,31.63,Sandy,Rice,Harvest,Zaid,Sprinkler,Rainwater,No,Central
5.57,24.07,1.31,1.44,36.57,61.94,1072.55,4.63,16.29,0.95,66.69,Clay,Sugarcane,Harvest,Kharif,Sprinkler,River,No,South
6.45,34.78,0.78,1.32,22.98,55.23,1331.11,8.87,14.29,3.0,108.7,Silt,Wheat,Flowering,Zaid,Sprinkler,Groundwater,No,East
5.91,52.74,1.54,2.37,20.85,58.44,2406.64,9.53,1.15,3.54,45.06,Silt,Wheat,Vegetative,Kharif,Rainfed,Groundwater,No,West
7.4,45.79,0.34,0.16,32.12,83.94,517.95,9.63,16.47,2.72,19.24,Loamy,Sugarcane,Vegetative,Rabi,Sprinkler,Rainwater,Yes,North
6.17,22.76,1.36,2.04,35.78,79.53,1694.93,9.48,1.08,3.84,96.07,Sandy,Wheat,Sowing,Rabi,Rainfed,Rainwater,Yes,North
5.72,33.1,1.45,0.55,35.28,31.45,1036.23,7.73,10.7,5.2,90.5,Sandy,Cotton,Sowing,Kharif,Rainfed,Reservoir,No,North
7.2,54.45,0.49,0.24,13.34,78.28,2228.77,8.54,15.86,1.03,49.49,Clay,Cotton,Vegetative,Kharif,Canal,Groundwater,Yes,North
7.77,34.05,0.34,1.17,20.54,61.23,1403.09,10.26,14.31,4.17,78.31,Loamy,Sugarcane,Flowering,Zaid,Sprinkler,River,No,South
5.25,64.59,1.08,3.33,41.58,86.38,989.53,5.78,6.72,10.08,51.18,Silt,Wheat,Harvest,Rabi,Rainfed,Rainwater,Yes,West
5.36,11.02,0.34,2.33,15.74,52.99,1459.12,10.94,11.32,4.35,27.68,Silt,Maize,Vegetative,Kharif,Canal,River,Yes,West
5.05,17.03,0.66,2.78,38.94,26.35,1815.84,10.32,3.67,8.07,78.95,Clay,Sugarcane,Flowering,Kharif,Drip,River,Yes,East
7.96,60.01,0.96,0.27,38.75,58.21,817.62,9.4,7.77,13.22,33.96,Silt,Maize,Harvest,Rabi,Canal,River,Yes,Central
8.04,64.13,0.63,1.68,31.47,58.91,2055.75,9.67,7.79,6.46,20.82,Clay,Potato,Vegetative,Zaid,Drip,Groundwater,No,South
6.31,18.59,1.22,0.35,26.77,75.47,593.95,6.95,10.89,12.56,106.98,Sandy,Rice,Sowing,Kharif,Rainfed,Reservoir,No,North
6.14,8.55,1.18,2.04,41.99,35.05,1877.75,7.87,15.86,4.97,98.51,Clay,Potato,Sowing,Zaid,Sprinkler,Groundwater,No,South
4.95,27.54,1.2,3.36,24.83,88.07,1751.44,7.78,11.35,3.11,42.22,Loamy,Cotton,Sowing,Rabi,Sprinkler,Reservoir,Yes,Central
6.31,26.93,1.04,0.93,33.4,82.87,1602.52,6.43,7.19,1.4,30.33,Sandy,Sugarcane,Sowing,Kharif,Sprinkler,Groundwater,Yes,South
5.48,53.51,1.33,2.02,18.04,35.94,1736.0,5.84,9.99,5.74,99.89,Loamy,Sugarcane,Sowing,Rabi,Rainfed,Groundwater,Yes,East
7.14,56.84,0.66,2.1,16.56,35.18,1166.54,5.06,5.85,9.66,67.87,Sandy,Rice,Sowing,Kharif,Sprinkler,Groundwater,Yes,Central
5.93,59.39,0.75,1.49,38.1,67.06,1707.15,6.41,16.01,14.39,36.95,Clay,Wheat,Vegetative,Zaid,Sprinkler,Groundwater,No,East
5.11,8.06,1.22,3.14,37.4,83.94,459.21,10.5,6.42,4.65,47.21,Loamy,Sugarcane,Vegetative,Rabi,Sprinkler,Rainwater,Yes,South
6.18,56.17,0.35,1.7,37.32,57.7,2266.39,5.9,11.64,5.07,93.45,Silt,Wheat,Vegetative,Kharif,Canal,Reservoir,No,West
6.54,53.79,0.73,2.18,27.09,50.48,1746.67,7.96,2.36,0.97,101.13,Silt,Sugarcane,Flowering,Zaid,Sprinkler,Reservoir,Yes,North
6.53,59.65,1.36,0.85,21.91,47.15,2187.8,10.23,19.26,6.18,87.26,Silt,Maize,Vegetative,Kharif,Canal,Rainwater,Yes,North
6.53,47.96,0.44,1.11,20.64,89.02,868.51,10.31,16.42,5.21,20.15,Clay,Wheat,Flowering,Zaid,Sprinkler,Reservoir,Yes,Central
5.12,49.78,0.31,0.25,32.74,59.99,656.09,4.37,3.61,6.38,108.73,Sandy,Sugarcane,Sowing,Zaid,Sprinkler,Reservoir,Yes,South
6.69,26.17,1.47,1.02,33.56,75.95,1205.37,7.07,4.03,13.49,88.88,Clay,Potato,Flowering,Kharif,Sprinkler,Reservoir,No,South
5.73,26.87,0.8,1.81,27.92,42.84,791.84,10.83,19.03,6.48,104.21,Silt,Sugarcane,Vegetative,Zaid,Sprinkler,Reservoir,Yes,East
6.75,19.99,1.57,1.31,41.09,87.71,1250.37,6.52,13.96,6.83,98.61,Silt,Maize,Flowering,Rabi,Sprinkler,Rainwater,No,West
5.29,55.32,1.58,1.66,16.98,66.5,847.9,6.09,11.29,0.77,89.76,Silt,Sugarcane,Flowering,Zaid,Drip,Reservoir,No,East
